lon,lat,clase,temperatura_media,rango_diurno,precipitacion_anual,estacionalidad_precip,precip_trimestre_seco,elevacion,ph_suelo
81.060678,6.867715,1,21.478166580200195,7.910666465759277,1860.0,57.36178207397461,153.0,1059.0,5.5
139.434986,35.607887,1,14.841291427612305,8.569916725158691,1527.0,46.71638488769531,152.0,84.0,5.7
120.934355,23.84987,1,18.613540649414062,5.935083389282227,2434.0,78.0635986328125,117.0,946.0,5.4
131.470997,33.285647,1,13.428166389465332,7.396500110626221,2082.0,60.180850982666016,190.0,447.0,5.7
139.452852,35.628851,1,14.841291427612305,8.569916725158691,1527.0,46.71638488769531,152.0,84.0,5.5
135.473555,34.854153,1,14.083374977111816,8.803916931152344,1475.0,46.36396789550781,165.0,280.0,5.4
131.369574,33.263014,1,11.855957984924316,7.326916694641113,2334.0,62.292503356933594,218.0,711.0,5.4
139.122314,34.911189,1,15.627893447875977,6.56550931930542,1958.0,38.26677703857422,232.0,194.0,5.2
134.034829,33.887663,1,9.09666633605957,6.7139997482299805,2297.0,53.79229736328125,214.0,1158.0,5.0
139.30249,35.755485,1,13.764333724975586,9.444167137145996,1420.0,52.66718673706055,130.0,189.0,5.8
139.460924,35.63959,1,14.841291427612305,8.569916725158691,1527.0,46.71638488769531,152.0,84.0,5.5
120.119968,30.253518,1,16.79395866394043,8.158416748046875,1332.0,43.56989669799805,156.0,18.0,6.0
139.468495,35.632072,1,14.841291427612305,8.569916725158691,1527.0,46.71638488769531,152.0,84.0,5.6
121.592329,24.985419,1,20.223207473754883,5.4375834465026855,3190.0,30.962108612060547,555.0,317.0,4.8
121.32843,24.870713,1,20.67304229736328,6.145583152770996,2388.0,40.45592498779297,279.0,194.0,5.0
121.326212,24.869513,1,20.67304229736328,6.145583152770996,2388.0,40.45592498779297,279.0,194.0,5.1
